date,department,test_type,tests_conducted,avg_tat,cost_per_test,total_cost,rejected_tests,rejection_reasons,patient_satisfaction,instrument_name,instrument_utilization
10-Aug-2025,Nephrology,Urine Culture,13,2880,700,9100,0,Unknown,4.7,Biochemistry Analyzer,75.78
10-Aug-2025,Neurology,CT Brain,14,30,3000,42000,0,Unknown,3.7,CT Scanner,79.55
10-Aug-2025,Neurology,EEG,14,45,1500,21000,2,"Hemolyzed Sample,Clotted Sample",4.4,Biochemistry Analyzer,81.71
10-Aug-2025,Neurology,Electrolytes,11,60,300,3300,0,Unknown,3.2,Biochemistry Analyzer,77.48
10-Aug-2025,Neurology,MRI Brain,12,60,5000,60000,0,Unknown,3.8,MRI Machine,79.72
10-Aug-2025,Orthopedics,Calcium,10,60,300,3000,1,Clotted Sample,3.8,Hematology Analyzer,75.09
10-Aug-2025,Orthopedics,MRI Spine,11,60,5000,55000,2,"Expired Reagent,Clotted Sample",4,MRI Machine,82.08
10-Aug-2025,Orthopedics,Vitamin D,9,240,800,7200,0,Unknown,4.3,Biochemistry Analyzer,69.5
10-Aug-2025,Orthopedics,X-Ray,12,30,400,4800,0,Unknown,4,X-Ray Machine,84.95
10-Aug-2025,Pediatrics,CBC,10,60,200,2000,1,Expired Reagent,3.8,Biochemistry Analyzer,80.21
10-Aug-2025,Pediatrics,Rapid Infection Panel,12,120,1200,14400,1,Contaminated Sample,4.2,Hematology Analyzer,75.33
10-Aug-2025,Pediatrics,Stool Test,13,60,200,2600,0,Unknown,3.3,Biochemistry Analyzer,76.55
10-Aug-2025,Pediatrics,Urine Routine,9,90,150,1350,1,Hemolyzed Sample,3.4,Hematology Analyzer,81.35
10-Aug-2025,Pulmonology,ABG Analysis,17,20,500,8500,1,Clotted Sample,3,Hematology Analyzer,79.14
10-Aug-2025,Pulmonology,Chest X-Ray,14,30,400,5600,0,Unknown,4,X-Ray Machine,69.11
10-Aug-2025,Pulmonology,Spirometry,12,30,600,7200,0,Unknown,4.6,Spirometer,79.81
10-Aug-2025,Pulmonology,Sputum AFB,11,2880,500,5500,0,Unknown,3.8,Biochemistry Analyzer,69.46
11-Aug-2025,Cardiology,ECG,8,15,300,2400,0,Unknown,3.4,ECG Machine,69.86
11-Aug-2025,Cardiology,Echocardiogram,9,45,2000,18000,1,Contaminated Sample,3.2,ECG Machine,80.63
11-Aug-2025,Cardiology,Lipid Profile,11,180,600,6600,0,Unknown,3.6,Hematology Analyzer,78.36
11-Aug-2025,Cardiology,Troponin,12,60,700,8400,0,Unknown,3.2,Biochemistry Analyzer,73.64
11-Aug-2025,General Medicine,Blood Sugar,5,30,100,500,1,Contaminated Sample,5,Biochemistry Analyzer,76.27
11-Aug-2025,General Medicine,CBC,8,60,200,1600,0,Unknown,3.2,Biochemistry Analyzer,75.99
11-Aug-2025,General Medicine,LFT,10,120,400,4000,0,Unknown,3.6,Biochemistry Analyzer,88.33
11-Aug-2025,General Medicine,Lipid Profile,10,180,600,6000,1,Expired Reagent,4.1,Biochemistry Analyzer,77.15
11-Aug-2025,General Medicine,Urine Routine,6,90,150,900,0,Unknown,4.2,Biochemistry Analyzer,84.55
11-Aug-2025,General Surgery,CBC,15,60,200,3000,0,Unknown,4.6,Biochemistry Analyzer,82.22
11-Aug-2025,General Surgery,Coagulation Profile,12,150,500,6000,0,Unknown,3.8,Hematology Analyzer,80.53
11-Aug-2025,General Surgery,Crossmatch,6,240,800,4800,1,Hemolyzed Sample,4,Biochemistry Analyzer,73.96
11-Aug-2025,General Surgery,LFT,12,120,400,4800,1,Expired Reagent,3.8,Hematology Analyzer,75.28
11-Aug-2025,Gynecology & OBG,CBC,14,60,200,2800,0,Unknown,4.2,Hematology Analyzer,65.95
11-Aug-2025,Gynecology & OBG,Hormone Panel,15,180,1500,22500,0,Unknown,4,Biochemistry Analyzer,81.03
11-Aug-2025,Gynecology & OBG,Pregnancy Test,5,20,250,1250,1,Expired Reagent,4.5,Biochemistry Analyzer,82.8
11-Aug-2025,Gynecology & OBG,Ultrasound,12,45,1200,14400,0,Unknown,2.5,Ultrasound Machine,68.76
11-Aug-2025,Nephrology,Creatinine Clearance,10,1440,500,5000,0,Unknown,4.2,Biochemistry Analyzer,69.72
11-Aug-2025,Nephrology,Electrolytes,17,60,300,5100,3,"Contaminated Sample,Instrument Failure,Clotted Sample",3.8,Biochemistry Analyzer,76.76
11-Aug-2025,Nephrology,Renal Panel,7,120,600,4200,0,Unknown,3.2,Biochemistry Analyzer,86.76
11-Aug-2025,Nephrology,Urine Culture,11,2880,700,7700,2,"Clotted Sample,Hemolyzed Sample",4.4,Hematology Analyzer,80.54
11-Aug-2025,Neurology,CT Brain,12,30,3000,36000,0,Unknown,3,CT Scanner,79.24
11-Aug-2025,Neurology,EEG,12,45,1500,18000,0,Unknown,3.2,Hematology Analyzer,87.81
11-Aug-2025,Neurology,Electrolytes,8,60,300,2400,1,Clotted Sample,4,Biochemistry Analyzer,78.81
11-Aug-2025,Neurology,MRI Brain,12,60,5000,60000,0,Unknown,3.2,MRI Machine,71.52
11-Aug-2025,Orthopedics,Calcium,7,60,300,2100,0,Unknown,3,Hematology Analyzer,83.13
11-Aug-2025,Orthopedics,MRI Spine,9,60,5000,45000,0,Unknown,4.2,MRI Machine,77.47
11-Aug-2025,Orthopedics,Vitamin D,7,240,800,5600,0,Unknown,3.3,Biochemistry Analyzer,77.71
11-Aug-2025,Orthopedics,X-Ray,11,30,400,4400,0,Unknown,4.3,X-Ray Machine,79.76
11-Aug-2025,Pediatrics,CBC,13,60,200,2600,0,Unknown,3.6,Hematology Analyzer,67.96
11-Aug-2025,Pediatrics,Rapid Infection Panel,11,120,1200,13200,0,Unknown,4.7,Hematology Analyzer,79.1
11-Aug-2025,Pediatrics,Stool Test,11,60,200,2200,1,Contaminated Sample,4.8,Hematology Analyzer,75.61
11-Aug-2025,Pediatrics,Urine Routine,10,90,150,1500,1,Instrument Failure,4,Biochemistry Analyzer,81.49
11-Aug-2025,Pulmonology,ABG Analysis,6,20,500,3000,0,Unknown,3,Biochemistry Analyzer,78.92
11-Aug-2025,Pulmonology,Chest X-Ray,8,30,400,3200,0,Unknown,4,X-Ray Machine,77.06
11-Aug-2025,Pulmonology,Spirometry,4,30,600,2400,0,Unknown,3.8,Spirometer,81.32
11-Aug-2025,Pulmonology,Sputum AFB,7,2880,500,3500,0,Unknown,4.2,Biochemistry Analyzer,82.45
12-Aug-2025,Cardiology,ECG,14,15,300,4200,1,Hemolyzed Sample,3.8,ECG Machine,80.61
12-Aug-2025,Cardiology,Echocardiogram,13,45,2000,26000,0,Unknown,4.5,ECG Machine,77.63
12-Aug-2025,Cardiology,Lipid Profile,5,180,600,3000,0,Unknown,3.2,Biochemistry Analyzer,83.97
12-Aug-2025,Cardiology,Troponin,11,60,700,7700,0,Unknown,3.8,Biochemistry Analyzer,71.86
12-Aug-2025,General Medicine,Blood Sugar,7,30,100,700,0,Unknown,3.5,Hematology Analyzer,73.5
12-Aug-2025,General Medicine,CBC,4,60,200,800,0,Unknown,3.7,Biochemistry Analyzer,77.36
12-Aug-2025,General Medicine,LFT,10,120,400,4000,1,Clotted Sample,3.2,Hematology Analyzer,75.64
12-Aug-2025,General Medicine,Lipid Profile,9,180,600,5400,0,Unknown,4.5,Biochemistry Analyzer,87.04
12-Aug-2025,General Medicine,Urine Routine,9,90,150,1350,0,Unknown,4.2,Hematology Analyzer,79.14
12-Aug-2025,General Surgery,CBC,12,60,200,2400,0,Unknown,3,Biochemistry Analyzer,81.74
12-Aug-2025,General Surgery,Coagulation Profile,7,150,500,3500,0,Unknown,3.6,Hematology Analyzer,82.61
12-Aug-2025,General Surgery,Crossmatch,12,240,800,9600,0,Unknown,3.5,Biochemistry Analyzer,76.96
12-Aug-2025,General Surgery,LFT,14,120,400,5600,0,Unknown,3.2,Hematology Analyzer,79.45
12-Aug-2025,Gynecology & OBG,CBC,11,60,200,2200,1,Hemolyzed Sample,2.7,Biochemistry Analyzer,75.25
12-Aug-2025,Gynecology & OBG,Hormone Panel,12,180,1500,18000,0,Unknown,4.3,Biochemistry Analyzer,72.3
12-Aug-2025,Gynecology & OBG,Pregnancy Test,12,20,250,3000,1,Instrument Failure,3.8,Biochemistry Analyzer,79.88
12-Aug-2025,Gynecology & OBG,Ultrasound,17,45,1200,20400,0,Unknown,3.7,Ultrasound Machine,75.13
12-Aug-2025,Nephrology,Creatinine Clearance,6,1440,500,3000,1,Expired Reagent,3.7,Hematology Analyzer,76.63
12-Aug-2025,Nephrology,Electrolytes,7,60,300,2100,0,Unknown,3.2,Biochemistry Analyzer,73.66
12-Aug-2025,Nephrology,Renal Panel,13,120,600,7800,0,Unknown,3,Hematology Analyzer,75.89
12-Aug-2025,Nephrology,Urine Culture,4,2880,700,2800,1,Contaminated Sample,4,Biochemistry Analyzer,77.74
12-Aug-2025,Neurology,CT Brain,13,30,3000,39000,1,Expired Reagent,3,CT Scanner,71.26
12-Aug-2025,Neurology,EEG,15,45,1500,22500,0,Unknown,3.7,Biochemistry Analyzer,78.35
12-Aug-2025,Neurology,Electrolytes,5,60,300,1500,0,Unknown,3.5,Biochemistry Analyzer,78.15
12-Aug-2025,Neurology,MRI Brain,11,60,5000,55000,0,Unknown,3.4,MRI Machine,75.31
12-Aug-2025,Orthopedics,Calcium,8,60,300,2400,0,Unknown,3.8,Hematology Analyzer,83.49
12-Aug-2025,Orthopedics,MRI Spine,11,60,5000,55000,1,Hemolyzed Sample,3.7,MRI Machine,79.86
12-Aug-2025,Orthopedics,Vitamin D,11,240,800,8800,1,Contaminated Sample,3.5,Hematology Analyzer,76.93
12-Aug-2025,Orthopedics,X-Ray,3,30,400,1200,0,Unknown,2.5,X-Ray Machine,65.77
12-Aug-2025,Pediatrics,CBC,14,60,200,2800,0,Unknown,3.5,Biochemistry Analyzer,76.1
12-Aug-2025,Pediatrics,Rapid Infection Panel,11,120,1200,13200,0,Unknown,3.6,Biochemistry Analyzer,73.1
12-Aug-2025,Pediatrics,Stool Test,7,60,200,1400,0,Unknown,4.4,Hematology Analyzer,82.52
12-Aug-2025,Pediatrics,Urine Routine,11,90,150,1650,1,Contaminated Sample,4,Biochemistry Analyzer,81.16
12-Aug-2025,Pulmonology,ABG Analysis,11,20,500,5500,0,Unknown,3.5,Hematology Analyzer,81.57
12-Aug-2025,Pulmonology,Chest X-Ray,7,30,400,2800,0,Unknown,4.2,X-Ray Machine,82.33
12-Aug-2025,Pulmonology,Spirometry,5,30,600,3000,0,Unknown,3.5,Spirometer,77.65
12-Aug-2025,Pulmonology,Sputum AFB,15,2880,500,7500,1,Hemolyzed Sample,2.8,Biochemistry Analyzer,75
13-Aug-2025,Cardiology,ECG,8,15,300,2400,0,Unknown,4.2,ECG Machine,78.06
13-Aug-2025,Cardiology,Echocardiogram,12,45,2000,24000,0,Unknown,3.6,ECG Machine,70.41
13-Aug-2025,Cardiology,Lipid Profile,12,180,600,7200,0,Unknown,3.2,Hematology Analyzer,76.05
13-Aug-2025,Cardiology,Troponin,8,60,700,5600,0,Unknown,3.8,Biochemistry Analyzer,68.69
13-Aug-2025,General Medicine,Blood Sugar,4,30,100,400,0,Unknown,3.3,Biochemistry Analyzer,75.68
13-Aug-2025,General Medicine,CBC,10,60,200,2000,0,Unknown,4.2,Biochemistry Analyzer,80.31
13-Aug-2025,General Medicine,LFT,6,120,400,2400,0,Unknown,3,Biochemistry Analyzer,79
13-Aug-2025,General Medicine,Lipid Profile,7,180,600,4200,1,Clotted Sample,3,Biochemistry Analyzer,81.81
13-Aug-2025,General Medicine,Urine Routine,8,90,150,1200,2,"Contaminated Sample,Contaminated Sample",3.8,Hematology Analyzer,81.25
13-Aug-2025,General Surgery,CBC,13,60,200,2600,1,Expired Reagent,4.5,Hematology Analyzer,71.9
13-Aug-2025,General Surgery,Coagulation Profile,12,150,500,6000,1,Instrument Failure,3.6,Biochemistry Analyzer,81.33
13-Aug-2025,General Surgery,Crossmatch,12,240,800,9600,1,Contaminated Sample,3.5,Biochemistry Analyzer,68.68
13-Aug-2025,General Surgery,LFT,12,120,400,4800,0,Unknown,4.7,Hematology Analyzer,80.48
13-Aug-2025,Gynecology & OBG,CBC,15,60,200,3000,0,Unknown,4.2,Hematology Analyzer,82.8
13-Aug-2025,Gynecology & OBG,Hormone Panel,11,180,1500,16500,0,Unknown,3.8,Biochemistry Analyzer,84.17
13-Aug-2025,Gynecology & OBG,Pregnancy Test,17,20,250,4250,0,Unknown,3.2,Biochemistry Analyzer,76.54
13-Aug-2025,Gynecology & OBG,Ultrasound,12,45,1200,14400,0,Unknown,4.4,Ultrasound Machine,73.65
13-Aug-2025,Nephrology,Creatinine Clearance,10,1440,500,5000,0,Unknown,3.3,Hematology Analyzer,84.1
13-Aug-2025,Nephrology,Electrolytes,9,60,300,2700,0,Unknown,3.2,Hematology Analyzer,71.85
13-Aug-2025,Nephrology,Renal Panel,15,120,600,9000,0,Unknown,2.8,Hematology Analyzer,75.51
13-Aug-2025,Nephrology,Urine Culture,8,2880,700,5600,1,Hemolyzed Sample,4,Biochemistry Analyzer,79.4
13-Aug-2025,Neurology,CT Brain,10,30,3000,30000,1,Expired Reagent,3.3,CT Scanner,79.21
13-Aug-2025,Neurology,EEG,12,45,1500,18000,0,Unknown,3.2,Hematology Analyzer,69.33
13-Aug-2025,Neurology,Electrolytes,9,60,300,2700,0,Unknown,4.6,Hematology Analyzer,83.3
13-Aug-2025,Neurology,MRI Brain,9,60,5000,45000,0,Unknown,4,MRI Machine,81.03
13-Aug-2025,Orthopedics,Calcium,11,60,300,3300,0,Unknown,3.6,Hematology Analyzer,71.66
13-Aug-2025,Orthopedics,MRI Spine,4,60,5000,20000,0,Unknown,4,MRI Machine,88.19
13-Aug-2025,Orthopedics,Vitamin D,12,240,800,9600,0,Unknown,3.8,Biochemistry Analyzer,73.59
13-Aug-2025,Orthopedics,X-Ray,7,30,400,2800,0,Unknown,4,X-Ray Machine,73.06
13-Aug-2025,Pediatrics,CBC,9,60,200,1800,0,Unknown,4.4,Biochemistry Analyzer,77.62
13-Aug-2025,Pediatrics,Rapid Infection Panel,8,120,1200,9600,0,Unknown,4.4,Biochemistry Analyzer,73.76
13-Aug-2025,Pediatrics,Stool Test,12,60,200,2400,0,Unknown,3.2,Biochemistry Analyzer,73.12
13-Aug-2025,Pediatrics,Urine Routine,11,90,150,1650,0,Unknown,3.8,Hematology Analyzer,66.39
13-Aug-2025,Pulmonology,ABG Analysis,12,20,500,6000,0,Unknown,3.8,Biochemistry Analyzer,82.18
13-Aug-2025,Pulmonology,Chest X-Ray,18,30,400,7200,0,Unknown,4,X-Ray Machine,78
13-Aug-2025,Pulmonology,Spirometry,16,30,600,9600,0,Unknown,3,Spirometer,74.9
13-Aug-2025,Pulmonology,Sputum AFB,16,2880,500,8000,0,Unknown,3.8,Hematology Analyzer,70.79
14-Aug-2025,Cardiology,ECG,5,15,300,1500,0,Unknown,3.7,ECG Machine,84.15
14-Aug-2025,Cardiology,Echocardiogram,8,45,2000,16000,1,Clotted Sample,3.6,ECG Machine,73.24
14-Aug-2025,Cardiology,Lipid Profile,5,180,600,3000,0,Unknown,4,Hematology Analyzer,86.8
14-Aug-2025,Cardiology,Troponin,9,60,700,6300,0,Unknown,4,Hematology Analyzer,78.2
14-Aug-2025,General Medicine,Blood Sugar,6,30,100,600,2,"Instrument Failure,Instrument Failure",4.3,Hematology Analyzer,67.72
14-Aug-2025,General Medicine,CBC,11,60,200,2200,2,"Expired Reagent,Instrument Failure",3.6,Hematology Analyzer,77.17
14-Aug-2025,General Medicine,LFT,5,120,400,2000,1,Insufficient Volume,3,Hematology Analyzer,69.52
14-Aug-2025,General Medicine,Lipid Profile,16,180,600,9600,0,Unknown,3.9,Hematology Analyzer,77.66
14-Aug-2025,General Medicine,Urine Routine,10,90,150,1500,0,Unknown,3.6,Biochemistry Analyzer,82.64
14-Aug-2025,General Surgery,CBC,6,60,200,1200,0,Unknown,4,Hematology Analyzer,79.61
14-Aug-2025,General Surgery,Coagulation Profile,10,150,500,5000,1,Clotted Sample,4.3,Hematology Analyzer,75.07
14-Aug-2025,General Surgery,Crossmatch,9,240,800,7200,1,Expired Reagent,3.8,Hematology Analyzer,72.1
14-Aug-2025,General Surgery,LFT,11,120,400,4400,0,Unknown,3.2,Hematology Analyzer,82.97
14-Aug-2025,Gynecology & OBG,CBC,10,60,200,2000,0,Unknown,3.5,Biochemistry Analyzer,77.39
14-Aug-2025,Gynecology & OBG,Hormone Panel,8,180,1500,12000,1,Instrument Failure,4,Biochemistry Analyzer,74.32
14-Aug-2025,Gynecology & OBG,Pregnancy Test,6,20,250,1500,1,Expired Reagent,3.5,Hematology Analyzer,71.1
14-Aug-2025,Gynecology & OBG,Ultrasound,6,45,1200,7200,0,Unknown,3.8,Ultrasound Machine,71.87
14-Aug-2025,Nephrology,Creatinine Clearance,9,1440,500,4500,0,Unknown,4.2,Hematology Analyzer,76.65
14-Aug-2025,Nephrology,Electrolytes,11,60,300,3300,0,Unknown,3.2,Hematology Analyzer,74.78
14-Aug-2025,Nephrology,Renal Panel,12,120,600,7200,1,Clotted Sample,3.8,Biochemistry Analyzer,75.62
14-Aug-2025,Nephrology,Urine Culture,9,2880,700,6300,0,Unknown,4.5,Biochemistry Analyzer,72.74
14-Aug-2025,Neurology,CT Brain,5,30,3000,15000,0,Unknown,4.2,CT Scanner,80.87
14-Aug-2025,Neurology,EEG,9,45,1500,13500,0,Unknown,3.8,Biochemistry Analyzer,81.22
14-Aug-2025,Neurology,Electrolytes,16,60,300,4800,0,Unknown,3.8,Hematology Analyzer,82.77
14-Aug-2025,Neurology,MRI Brain,9,60,5000,45000,1,Insufficient Volume,3.6,MRI Machine,83.85
14-Aug-2025,Orthopedics,Calcium,12,60,300,3600,1,Insufficient Volume,3.8,Biochemistry Analyzer,75.06
14-Aug-2025,Orthopedics,MRI Spine,14,60,5000,70000,0,Unknown,2,MRI Machine,86.8
14-Aug-2025,Orthopedics,Vitamin D,11,240,800,8800,2,"Contaminated Sample,Clotted Sample",3.8,Hematology Analyzer,78.96
14-Aug-2025,Orthopedics,X-Ray,14,30,400,5600,1,Contaminated Sample,4.8,X-Ray Machine,77.27
14-Aug-2025,Pediatrics,CBC,3,60,200,600,2,"Contaminated Sample,Hemolyzed Sample",3.7,Hematology Analyzer,83.88
14-Aug-2025,Pediatrics,Rapid Infection Panel,22,120,1200,26400,2,"Clotted Sample,Contaminated Sample",3.7,Hematology Analyzer,77
14-Aug-2025,Pediatrics,Stool Test,14,60,200,2800,1,Contaminated Sample,3.7,Biochemistry Analyzer,77.22
14-Aug-2025,Pediatrics,Urine Routine,8,90,150,1200,0,Unknown,3.8,Hematology Analyzer,72.64
14-Aug-2025,Pulmonology,ABG Analysis,10,20,500,5000,0,Unknown,2.8,Biochemistry Analyzer,71.43
14-Aug-2025,Pulmonology,Chest X-Ray,7,30,400,2800,0,Unknown,4.2,X-Ray Machine,76.62
14-Aug-2025,Pulmonology,Spirometry,10,30,600,6000,1,Clotted Sample,4,Spirometer,71.78
14-Aug-2025,Pulmonology,Sputum AFB,9,2880,500,4500,0,Unknown,3.2,Biochemistry Analyzer,76.33
15-Aug-2025,Cardiology,ECG,6,15,300,1800,0,Unknown,2.7,ECG Machine,71.84
15-Aug-2025,Cardiology,Echocardiogram,12,45,2000,24000,0,Unknown,4.3,ECG Machine,72.13
15-Aug-2025,Cardiology,Lipid Profile,7,180,600,4200,1,Clotted Sample,3.2,Biochemistry Analyzer,68.68
15-Aug-2025,Cardiology,Troponin,9,60,700,6300,0,Unknown,4.5,Hematology Analyzer,79.46
15-Aug-2025,General Medicine,Blood Sugar,6,30,100,600,0,Unknown,4.2,Hematology Analyzer,81.22
15-Aug-2025,General Medicine,CBC,6,60,200,1200,0,Unknown,4,Biochemistry Analyzer,72.06
15-Aug-2025,General Medicine,LFT,6,120,400,2400,0,Unknown,4,Biochemistry Analyzer,64.66
15-Aug-2025,General Medicine,Lipid Profile,12,180,600,7200,0,Unknown,4.1,Hematology Analyzer,73.13
15-Aug-2025,General Medicine,Urine Routine,11,90,150,1650,0,Unknown,4.8,Biochemistry Analyzer,77.47
15-Aug-2025,General Surgery,CBC,9,60,200,1800,0,Unknown,3.2,Biochemistry Analyzer,79.45
15-Aug-2025,General Surgery,Coagulation Profile,13,150,500,6500,0,Unknown,4.5,Biochemistry Analyzer,71.64
15-Aug-2025,General Surgery,Crossmatch,12,240,800,9600,0,Unknown,3.3,Biochemistry Analyzer,79.3
15-Aug-2025,General Surgery,LFT,13,120,400,5200,2,"Contaminated Sample,Hemolyzed Sample",3.7,Biochemistry Analyzer,81.11
15-Aug-2025,Gynecology & OBG,CBC,9,60,200,1800,0,Unknown,4.7,Biochemistry Analyzer,78.24
15-Aug-2025,Gynecology & OBG,Hormone Panel,14,180,1500,21000,1,Expired Reagent,4.5,Biochemistry Analyzer,77.11
15-Aug-2025,Gynecology & OBG,Pregnancy Test,6,20,250,1500,1,Clotted Sample,4.6,Hematology Analyzer,81.52
15-Aug-2025,Gynecology & OBG,Ultrasound,8,45,1200,9600,0,Unknown,3,Ultrasound Machine,78.98
15-Aug-2025,Nephrology,Creatinine Clearance,11,1440,500,5500,0,Unknown,5,Biochemistry Analyzer,83.57
15-Aug-2025,Nephrology,Electrolytes,10,60,300,3000,0,Unknown,3.4,Biochemistry Analyzer,76.09
15-Aug-2025,Nephrology,Renal Panel,6,120,600,3600,0,Unknown,4.3,Hematology Analyzer,83.2
15-Aug-2025,Nephrology,Urine Culture,10,2880,700,7000,1,Expired Reagent,4.2,Hematology Analyzer,74.46
15-Aug-2025,Neurology,CT Brain,9,30,3000,27000,0,Unknown,4,CT Scanner,73.68
15-Aug-2025,Neurology,EEG,9,45,1500,13500,0,Unknown,3.6,Hematology Analyzer,78.03
15-Aug-2025,Neurology,Electrolytes,11,60,300,3300,0,Unknown,3.6,Biochemistry Analyzer,73.2
15-Aug-2025,Neurology,MRI Brain,11,60,5000,55000,1,Instrument Failure,3.8,MRI Machine,66.5
15-Aug-2025,Orthopedics,Calcium,7,60,300,2100,0,Unknown,4.3,Biochemistry Analyzer,84.75
15-Aug-2025,Orthopedics,MRI Spine,10,60,5000,50000,0,Unknown,2.5,MRI Machine,69.34
15-Aug-2025,Orthopedics,Vitamin D,11,240,800,8800,3,"Expired Reagent,Expired Reagent,Expired Reagent",4,Biochemistry Analyzer,74.41
15-Aug-2025,Orthopedics,X-Ray,10,30,400,4000,2,"Insufficient Volume,Hemolyzed Sample",4,X-Ray Machine,74.36
15-Aug-2025,Pediatrics,CBC,9,60,200,1800,1,Insufficient Volume,3.4,Biochemistry Analyzer,77.83
15-Aug-2025,Pediatrics,Rapid Infection Panel,6,120,1200,7200,0,Unknown,3.2,Biochemistry Analyzer,81.9
15-Aug-2025,Pediatrics,Stool Test,17,60,200,3400,1,Clotted Sample,4.4,Hematology Analyzer,74.57
15-Aug-2025,Pediatrics,Urine Routine,9,90,150,1350,1,Instrument Failure,4.4,Hematology Analyzer,73.58
15-Aug-2025,Pulmonology,ABG Analysis,7,20,500,3500,0,Unknown,4.7,Biochemistry Analyzer,79.43
15-Aug-2025,Pulmonology,Chest X-Ray,8,30,400,3200,0,Unknown,4.6,X-Ray Machine,79.94
15-Aug-2025,Pulmonology,Spirometry,7,30,600,4200,0,Unknown,4,Spirometer,84.66
15-Aug-2025,Pulmonology,Sputum AFB,11,2880,500,5500,0,Unknown,3.7,Hematology Analyzer,79.36
16-Aug-2025,Cardiology,ECG,10,15,300,3000,0,Unknown,4,ECG Machine,85.4
16-Aug-2025,Cardiology,Echocardiogram,13,45,2000,26000,0,Unknown,4.4,ECG Machine,75.14
16-Aug-2025,Cardiology,Lipid Profile,16,180,600,9600,0,Unknown,3.4,Hematology Analyzer,70.02
16-Aug-2025,Cardiology,Troponin,6,60,700,4200,1,Contaminated Sample,3.4,Hematology Analyzer,77.01
16-Aug-2025,General Medicine,Blood Sugar,8,30,100,800,0,Unknown,3.6,Hematology Analyzer,71.05
16-Aug-2025,General Medicine,CBC,7,60,200,1400,1,Expired Reagent,3.7,Biochemistry Analyzer,75.33
16-Aug-2025,General Medicine,LFT,14,120,400,5600,2,"Clotted Sample,Expired Reagent",3.3,Biochemistry Analyzer,69.67
16-Aug-2025,General Medicine,Lipid Profile,11,180,600,6600,0,Unknown,3.8,Hematology Analyzer,79.02
16-Aug-2025,General Medicine,Urine Routine,9,90,150,1350,1,Contaminated Sample,3.8,Biochemistry Analyzer,71.32
16-Aug-2025,General Surgery,CBC,9,60,200,1800,0,Unknown,4,Biochemistry Analyzer,84.25
16-Aug-2025,General Surgery,Coagulation Profile,15,150,500,7500,0,Unknown,3.8,Hematology Analyzer,74.69
16-Aug-2025,General Surgery,Crossmatch,9,240,800,7200,0,Unknown,3.2,Hematology Analyzer,77.83
16-Aug-2025,General Surgery,LFT,8,120,400,3200,0,Unknown,3.5,Biochemistry Analyzer,73.6
16-Aug-2025,Gynecology & OBG,CBC,12,60,200,2400,1,Expired Reagent,2.8,Hematology Analyzer,74.65
16-Aug-2025,Gynecology & OBG,Hormone Panel,16,180,1500,24000,0,Unknown,3.7,Biochemistry Analyzer,81.23
16-Aug-2025,Gynecology & OBG,Pregnancy Test,15,20,250,3750,0,Unknown,3.2,Biochemistry Analyzer,72.69
16-Aug-2025,Gynecology & OBG,Ultrasound,10,45,1200,12000,0,Unknown,3.5,Ultrasound Machine,80.4
16-Aug-2025,Nephrology,Creatinine Clearance,9,1440,500,4500,1,Contaminated Sample,4.2,Biochemistry Analyzer,72.13
16-Aug-2025,Nephrology,Electrolytes,11,60,300,3300,0,Unknown,2.4,Biochemistry Analyzer,75.43
16-Aug-2025,Nephrology,Renal Panel,13,120,600,7800,0,Unknown,3.4,Hematology Analyzer,75.58
16-Aug-2025,Nephrology,Urine Culture,22,2880,700,15400,1,Insufficient Volume,3.3,Biochemistry Analyzer,74.48
16-Aug-2025,Neurology,CT Brain,12,30,3000,36000,0,Unknown,3.6,CT Scanner,82.66
16-Aug-2025,Neurology,EEG,12,45,1500,18000,1,Instrument Failure,4.6,Biochemistry Analyzer,70.35
16-Aug-2025,Neurology,Electrolytes,5,60,300,1500,0,Unknown,3.8,Biochemistry Analyzer,74.12
16-Aug-2025,Neurology,MRI Brain,7,60,5000,35000,0,Unknown,3.2,MRI Machine,65.51
16-Aug-2025,Orthopedics,Calcium,8,60,300,2400,0,Unknown,3.5,Biochemistry Analyzer,79.89
16-Aug-2025,Orthopedics,MRI Spine,8,60,5000,40000,0,Unknown,3.8,MRI Machine,82.99
16-Aug-2025,Orthopedics,Vitamin D,10,240,800,8000,0,Unknown,3.4,Biochemistry Analyzer,74.84
16-Aug-2025,Orthopedics,X-Ray,6,30,400,2400,0,Unknown,4.2,X-Ray Machine,77.9
16-Aug-2025,Pediatrics,CBC,8,60,200,1600,0,Unknown,4.4,Hematology Analyzer,79.27
16-Aug-2025,Pediatrics,Rapid Infection Panel,3,120,1200,3600,1,Hemolyzed Sample,4,Biochemistry Analyzer,67.3
16-Aug-2025,Pediatrics,Stool Test,6,60,200,1200,0,Unknown,3.8,Hematology Analyzer,74.39
16-Aug-2025,Pediatrics,Urine Routine,10,90,150,1500,1,Clotted Sample,4,Biochemistry Analyzer,75.24
16-Aug-2025,Pulmonology,ABG Analysis,9,20,500,4500,1,Clotted Sample,4.6,Hematology Analyzer,74.6
16-Aug-2025,Pulmonology,Chest X-Ray,9,30,400,3600,0,Unknown,3.4,X-Ray Machine,74.3
16-Aug-2025,Pulmonology,Spirometry,16,30,600,9600,2,"Expired Reagent,Contaminated Sample",4.2,Spirometer,81.61
