date,department,new_inpatient_admissions,new_outpatients,new_icu_admissions,post_op_complications,complications_rate,avg_length_of_stay,patients_per_doctor,consultations_per_shift,patient_satisfaction_score,bed_occupancy,diagnosis_name,diagnosis_inpatient_volume,diagnosis_outpatient_volume,diagnosis_cost,readmissions,readmission_rate,nurse_to_patient_ratio,ot_slots_available,ot_slots_used,ot_utilization_rate,ed_visit_volume,ed_wait_time
6-Jun-2025,General Medicine,0,30,0,0,0,1.5,16,11,4.15,65,Anemia,0,30,45000,0,0,0.25,0,0,0,62,110
6-Jun-2025,General Surgery,14,0,1,2,14.29,7.4,19,6,4.73,83,Appendicitis,14,0,193382,2,14.29,0.19,8,7,87.5,15,25
6-Jun-2025,General Surgery,4,0,0,0,0,5.6,18,4,4.02,84,Gallstones,4,0,43212,0,0,0.19,7,7,100,18,42
6-Jun-2025,General Surgery,13,0,2,0,0,3.4,18,12,4.27,91,Hernia,13,0,131794,0,0,0.19,15,15,100,19,9
6-Jun-2025,General Surgery,0,36,0,0,0,1.1,22,7,3.98,87,Wound Care,0,36,72000,0,0,0.31,14,0,0,25,5
6-Jun-2025,General Surgery,0,19,0,0,0,1.2,15,5,4.09,84,Surgical Consult,0,19,38000,0,0,0.18,8,1,12.5,9,35
6-Jun-2025,General Surgery,4,0,0,0,0,6.5,15,5,4.68,67,Post-op Infection,4,0,58088,1,25,0.19,15,15,100,6,58
6-Jun-2025,Nephrology,4,0,0,0,0,5.6,16,6,4.14,80,CKD,4,0,40844,0,0,0.23,0,0,0,24,23
6-Jun-2025,Nephrology,11,0,1,0,0,7.9,27,8,4.65,89,AKI,11,0,109725,1,9.09,0.3,0,0,0,9,53
6-Jun-2025,Nephrology,0,46,0,0,0,1.1,28,5,4.11,70,Hemodialysis,0,46,82800,0,0,0.21,0,0,0,20,53
6-Jun-2025,Nephrology,9,15,1,0,0,3.1,14,7,4.24,89,UTI,9,15,112797,0,0,0.21,0,0,0,13,42
6-Jun-2025,Nephrology,12,0,2,2,16.67,5.7,16,10,4.76,79,Renal Calculi,12,0,143592,0,0,0.2,0,0,0,14,46
6-Jun-2025,Nephrology,0,16,0,0,0,0.8,13,6,4.88,89,Follow-up Nephropathy,0,16,28800,0,0,0.3,0,0,0,24,13
6-Jun-2025,Neurology,15,0,2,2,13.33,4.3,27,6,3.67,79,Stroke,15,0,178185,2,13.33,0.31,0,0,0,13,5
6-Jun-2025,Neurology,10,10,1,1,10,6.8,25,4,3.72,88,Epilepsy,10,10,116670,0,0,0.21,0,0,0,25,28
6-Jun-2025,Neurology,0,47,0,0,0,1.1,15,7,3.86,80,Migraine,0,47,103400,0,0,0.32,0,0,0,7,33
6-Jun-2025,Neurology,0,10,0,0,0,1.4,16,8,4.57,91,Neuropathy,0,10,22000,0,0,0.27,0,0,0,21,19
6-Jun-2025,Neurology,18,0,3,1,5.56,6.2,14,6,4.41,77,Meningitis,18,0,178236,1,5.56,0.27,0,0,0,6,39
6-Jun-2025,Neurology,0,31,0,0,0,1.6,22,12,4.18,71,Parkinsonism,0,31,68200,0,0,0.26,0,0,0,15,52
6-Jun-2025,Gynecology & OBG,10,0,1,1,10,6.3,17,10,4.26,81,Normal Delivery,10,0,99780,0,0,0.27,8,8,100,7,42
6-Jun-2025,Gynecology & OBG,8,0,1,0,0,6.4,24,5,4.01,77,C-Section,8,0,62088,1,12.5,0.19,14,14,100,14,18
6-Jun-2025,Gynecology & OBG,0,10,0,0,0,0.5,21,11,4.17,70,PCOS,0,10,20000,0,0,0.2,13,4,30.77,13,25
6-Jun-2025,Gynecology & OBG,0,44,0,0,0,1,18,8,3.9,66,Antenatal Checkup,0,44,88000,0,0,0.24,13,10,76.92,20,21
6-Jun-2025,Gynecology & OBG,7,0,0,0,0,7.5,12,11,4.8,73,Fibroid Uterus,7,0,67046,1,14.29,0.2,13,9,69.23,23,17
6-Jun-2025,Gynecology & OBG,0,26,0,0,0,0.7,25,11,4.89,83,Menstrual Disorder,0,26,52000,0,0,0.21,10,4,40,5,24
6-Jun-2025,Pediatrics,6,7,0,1,16.67,6.4,19,6,3.92,87,Asthma,6,7,57280,0,0,0.27,0,0,0,72,11
6-Jun-2025,Pediatrics,0,16,0,0,0,0.9,25,5,4.46,85,Fever,0,16,25600,0,0,0.25,0,0,0,78,56
6-Jun-2025,Pediatrics,12,14,0,2,16.67,4.6,14,5,3.9,77,Diarrhea,12,14,121244,0,0,0.33,0,0,0,54,49
6-Jun-2025,Pediatrics,19,0,1,2,10.53,7.2,15,12,3.85,67,Pneumonia,19,0,144666,1,5.26,0.3,0,0,0,83,90
6-Jun-2025,Pediatrics,11,0,2,0,0,4.6,18,12,3.87,82,Malnutrition,11,0,66825,0,0,0.21,0,0,0,40,40
6-Jun-2025,Pediatrics,0,35,0,0,0,0.7,18,8,3.62,69,Anemia,0,35,56000,0,0,0.23,0,0,0,65,81
6-Jun-2025,Orthopedics,19,0,1,2,10.53,4.8,28,9,3.96,88,Fracture,19,0,283632,1,5.26,0.17,6,6,100,10,40
6-Jun-2025,Orthopedics,0,13,0,0,0,1.7,12,7,3.91,68,Osteoarthritis,0,13,27300,0,0,0.18,15,11,73.33,25,18
6-Jun-2025,Orthopedics,0,13,0,0,0,1.1,26,12,4.03,65,Back Pain,0,13,27300,0,0,0.23,7,5,71.43,11,10
6-Jun-2025,Orthopedics,20,0,1,1,5,5.4,27,11,4.06,86,Joint Replacement,20,0,323220,0,0,0.32,11,7,63.64,20,29
6-Jun-2025,Orthopedics,9,8,1,1,11.11,5.2,15,7,4.65,78,Sports Injury,9,8,147129,1,11.11,0.3,6,1,16.67,15,6
6-Jun-2025,Orthopedics,12,0,1,1,8.33,4.7,21,5,4.75,88,Spinal Disorder,12,0,189348,0,0,0.27,10,10,100,7,57
6-Jun-2025,Cardiology,4,0,0,1,25,7.6,27,10,4.05,83,Myocardial Infarction,4,0,61684,0,0,0.25,0,0,0,76,55
6-Jun-2025,Cardiology,17,0,3,1,5.88,5.5,15,6,3.54,65,Heart Failure,17,0,260219,2,11.76,0.27,0,0,0,43,45
6-Jun-2025,Cardiology,11,10,1,0,0,6.5,26,7,3.62,82,Arrhythmia,11,10,190836,0,0,0.28,0,0,0,46,16
6-Jun-2025,Cardiology,0,32,0,0,0,1.5,12,12,4.58,67,Hypertension,0,32,80000,0,0,0.29,0,0,0,39,59
6-Jun-2025,Cardiology,0,35,0,0,0,1.6,13,12,4.36,68,Stable Angina,0,35,87500,0,0,0.24,0,0,0,62,65
6-Jun-2025,Cardiology,0,23,0,0,0,1.7,21,7,4.89,91,Dyslipidemia,0,23,57500,0,0,0.23,0,0,0,58,54
6-Jun-2025,Pulmonology,8,0,1,1,12.5,7.8,22,10,3.66,88,COPD,8,0,56000,1,12.5,0.21,0,0,0,56,96
6-Jun-2025,Pulmonology,18,0,1,3,16.67,4.2,22,10,4.47,77,Pneumonia,18,0,185130,2,11.11,0.31,0,0,0,39,49
6-Jun-2025,Pulmonology,3,16,0,1,33.33,5.8,17,8,4.19,92,Asthma,3,16,50657,1,33.33,0.27,0,0,0,40,47
6-Jun-2025,Pulmonology,0,16,0,0,0,0.6,18,6,3.58,76,Bronchitis,0,16,27200,0,0,0.27,0,0,0,35,88
6-Jun-2025,Pulmonology,13,0,2,0,0,3.4,19,9,4.22,86,Tuberculosis,13,0,135473,1,7.69,0.18,0,0,0,25,41
6-Jun-2025,Pulmonology,0,42,0,0,0,1.2,17,6,4.11,86,Allergic Rhinitis,0,42,71400,0,0,0.25,0,0,0,46,19
7-Jun-2025,General Medicine,5,0,0,0,0,6.6,24,4,4.83,95,Sepsis,5,0,27305,0,0,0.25,0,0,0,83,60
7-Jun-2025,General Medicine,16,0,2,1,6.25,5.5,25,12,4.08,88,Hypertension Crisis,16,0,117968,2,12.5,0.17,0,0,0,39,75
7-Jun-2025,General Medicine,20,0,3,2,10,5.1,24,9,4.49,90,Pneumonia,20,0,134500,1,5,0.26,0,0,0,30,119
7-Jun-2025,General Medicine,0,31,0,0,0,0.7,16,11,3.85,68,Diabetes,0,31,46500,0,0,0.22,0,0,0,74,73
7-Jun-2025,General Medicine,0,18,0,0,0,0.9,19,9,3.6,89,Hypertension,0,18,27000,0,0,0.26,0,0,0,36,54
7-Jun-2025,General Medicine,8,22,1,1,12.5,4.4,23,8,3.91,79,Fever,8,22,83152,1,12.5,0.24,0,0,0,86,95
7-Jun-2025,General Medicine,0,25,0,0,0,1.7,16,6,4.22,87,Anemia,0,25,37500,0,0,0.17,0,0,0,90,63
7-Jun-2025,General Surgery,18,0,2,0,0,5.3,22,10,4.2,81,Appendicitis,18,0,190764,2,11.11,0.26,10,7,70,16,59
7-Jun-2025,General Surgery,13,0,1,2,15.38,7.5,22,4,3.79,90,Gallstones,13,0,156416,0,0,0.32,13,6,46.15,25,33
7-Jun-2025,General Surgery,5,0,0,1,20,6.3,20,4,3.74,81,Hernia,5,0,50580,0,0,0.17,10,3,30,16,57
7-Jun-2025,General Surgery,0,32,0,0,0,1.2,27,9,3.9,94,Wound Care,0,32,64000,0,0,0.3,14,3,21.43,6,24
7-Jun-2025,General Surgery,0,17,0,0,0,0.7,22,7,4.01,92,Surgical Consult,0,17,34000,0,0,0.32,10,5,50,5,49
7-Jun-2025,General Surgery,15,0,1,1,6.67,6.1,25,5,4.73,89,Post-op Infection,15,0,223755,1,6.67,0.24,9,2,22.22,16,26
7-Jun-2025,Nephrology,3,0,0,1,33.33,6.6,28,6,4.33,84,CKD,3,0,28092,1,33.33,0.27,0,0,0,11,41
7-Jun-2025,Nephrology,13,0,1,1,7.69,5.7,21,7,4.03,73,AKI,13,0,109148,1,7.69,0.2,0,0,0,6,15
7-Jun-2025,Nephrology,0,20,0,0,0,0.7,17,5,4.43,66,Hemodialysis,0,20,36000,0,0,0.21,0,0,0,9,52
7-Jun-2025,Nephrology,8,15,1,0,0,4.8,16,7,3.79,93,UTI,8,15,122616,0,0,0.24,0,0,0,21,48
7-Jun-2025,Nephrology,12,0,2,2,16.67,7,12,6,4.43,70,Renal Calculi,12,0,105504,1,8.33,0.24,0,0,0,10,29
7-Jun-2025,Nephrology,0,12,0,0,0,1.2,14,7,4.21,93,Follow-up Nephropathy,0,12,21600,0,0,0.31,0,0,0,21,34
7-Jun-2025,Neurology,4,0,0,0,0,7.4,21,7,4.17,89,Stroke,4,0,38352,0,0,0.33,0,0,0,18,58
7-Jun-2025,Neurology,5,10,0,1,20,6.4,27,11,4.68,79,Epilepsy,5,10,78995,0,0,0.17,0,0,0,9,11
7-Jun-2025,Neurology,0,37,0,0,0,1.7,25,6,4.74,93,Migraine,0,37,81400,0,0,0.22,0,0,0,16,37
7-Jun-2025,Neurology,0,11,0,0,0,1.7,27,12,4,74,Neuropathy,0,11,24200,0,0,0.26,0,0,0,22,10
7-Jun-2025,Neurology,5,0,0,0,0,4.2,28,6,4.04,83,Meningitis,5,0,66070,0,0,0.19,0,0,0,21,33
7-Jun-2025,Neurology,0,48,0,0,0,1.6,20,12,4.29,90,Parkinsonism,0,48,105600,0,0,0.22,0,0,0,20,30
7-Jun-2025,Gynecology & OBG,19,0,3,0,0,4.1,20,9,4.53,74,Normal Delivery,19,0,223003,2,10.53,0.22,9,4,44.44,20,58
7-Jun-2025,Gynecology & OBG,7,0,1,1,14.29,4.6,17,6,3.9,83,C-Section,7,0,82432,0,0,0.2,13,13,100,24,24
7-Jun-2025,Gynecology & OBG,0,35,0,0,0,1.3,28,11,4.48,72,PCOS,0,35,70000,0,0,0.21,14,5,35.71,25,39
7-Jun-2025,Gynecology & OBG,0,48,0,0,0,1.8,15,5,4.88,80,Antenatal Checkup,0,48,96000,0,0,0.17,14,13,92.86,24,24
7-Jun-2025,Gynecology & OBG,11,0,0,1,9.09,3.1,22,12,4.69,79,Fibroid Uterus,11,0,96382,1,9.09,0.2,9,5,55.56,14,58
7-Jun-2025,Gynecology & OBG,0,34,0,0,0,1.8,22,8,4.17,81,Menstrual Disorder,0,34,68000,0,0,0.19,12,10,83.33,25,37
7-Jun-2025,Pediatrics,8,8,0,0,0,4.3,17,10,4.69,92,Asthma,8,8,88112,1,12.5,0.24,0,0,0,68,120
7-Jun-2025,Pediatrics,0,41,0,0,0,1.8,24,10,4.02,67,Fever,0,41,65600,0,0,0.2,0,0,0,26,75
7-Jun-2025,Pediatrics,3,20,0,0,0,5.5,24,7,3.97,67,Diarrhea,3,20,53075,1,33.33,0.18,0,0,0,35,52
7-Jun-2025,Pediatrics,8,0,1,1,12.5,3.1,23,8,4.04,90,Pneumonia,8,0,54304,1,12.5,0.18,0,0,0,25,67
7-Jun-2025,Pediatrics,11,0,1,0,0,3.2,12,12,4.26,87,Malnutrition,11,0,98802,0,0,0.31,0,0,0,28,44
7-Jun-2025,Pediatrics,0,25,0,0,0,0.7,16,9,4.82,73,Anemia,0,25,40000,0,0,0.3,0,0,0,34,37
7-Jun-2025,Orthopedics,7,0,0,1,14.29,3.7,12,4,3.74,94,Fracture,7,0,113456,1,14.29,0.19,14,0,0,11,29
7-Jun-2025,Orthopedics,0,48,0,0,0,1.1,25,11,4.68,77,Osteoarthritis,0,48,100800,0,0,0.16,10,1,10,22,13
7-Jun-2025,Orthopedics,0,35,0,0,0,1.6,12,8,4.16,84,Back Pain,0,35,73500,0,0,0.23,8,0,0,15,22
7-Jun-2025,Orthopedics,19,0,2,3,15.79,5.9,23,5,4.06,75,Joint Replacement,19,0,273600,1,5.26,0.26,10,5,50,5,13
7-Jun-2025,Orthopedics,11,14,1,1,9.09,5.7,15,8,4.57,69,Sports Injury,11,14,193091,0,0,0.31,11,10,90.91,22,20
7-Jun-2025,Orthopedics,5,0,0,0,0,3.1,20,5,4.56,86,Spinal Disorder,5,0,88865,1,20,0.31,8,5,62.5,15,10
7-Jun-2025,Cardiology,11,0,1,0,0,6.4,18,6,3.93,81,Myocardial Infarction,11,0,219934,0,0,0.31,0,0,0,79,92
7-Jun-2025,Cardiology,3,0,0,1,33.33,4.6,22,6,4.63,71,Heart Failure,3,0,61926,1,33.33,0.19,0,0,0,29,73
7-Jun-2025,Cardiology,10,12,1,1,10,5.8,24,4,4.87,71,Arrhythmia,10,12,211890,1,10,0.22,0,0,0,50,31
7-Jun-2025,Cardiology,0,21,0,0,0,1.5,27,4,3.77,90,Hypertension,0,21,52500,0,0,0.29,0,0,0,44,20
7-Jun-2025,Cardiology,0,13,0,0,0,1.4,14,8,4.41,75,Stable Angina,0,13,32500,0,0,0.18,0,0,0,46,50
7-Jun-2025,Cardiology,0,33,0,0,0,0.8,16,4,3.68,77,Dyslipidemia,0,33,82500,0,0,0.3,0,0,0,84,61
7-Jun-2025,Pulmonology,15,0,2,2,13.33,4.6,20,11,4.49,88,COPD,15,0,107490,1,6.67,0.31,0,0,0,38,15
7-Jun-2025,Pulmonology,3,0,0,1,33.33,4.5,20,8,4.44,94,Pneumonia,3,0,31254,0,0,0.17,0,0,0,86,71
7-Jun-2025,Pulmonology,12,13,0,1,8.33,8,18,4,4.5,66,Asthma,12,13,155396,1,8.33,0.33,0,0,0,75,60
7-Jun-2025,Pulmonology,0,27,0,0,0,1.5,18,10,3.61,90,Bronchitis,0,27,45900,0,0,0.29,0,0,0,72,101
7-Jun-2025,Pulmonology,18,0,2,2,11.11,3.5,12,9,4.17,89,Tuberculosis,18,0,178722,2,11.11,0.3,0,0,0,41,98
7-Jun-2025,Pulmonology,0,46,0,0,0,1.6,16,8,3.58,69,Allergic Rhinitis,0,46,78200,0,0,0.32,0,0,0,78,100
8-Jun-2025,General Medicine,14,0,1,0,0,3.7,21,8,4.53,82,Sepsis,14,0,72702,2,14.29,0.2,0,0,0,32,105
8-Jun-2025,General Medicine,6,0,0,1,16.67,7.9,22,12,3.71,68,Hypertension Crisis,6,0,37278,0,0,0.22,0,0,0,77,39
8-Jun-2025,General Medicine,20,0,3,2,10,7.5,27,9,3.68,70,Pneumonia,20,0,131020,3,15,0.23,0,0,0,90,42
8-Jun-2025,General Medicine,0,33,0,0,0,1.7,12,8,4.48,82,Diabetes,0,33,49500,0,0,0.17,0,0,0,89,76
8-Jun-2025,General Medicine,0,47,0,0,0,1.7,17,11,4.78,83,Hypertension,0,47,70500,0,0,0.25,0,0,0,77,54
8-Jun-2025,General Medicine,3,7,0,1,33.33,5.3,28,12,3.93,77,Fever,3,7,34305,1,33.33,0.24,0,0,0,66,89
8-Jun-2025,General Medicine,0,12,0,0,0,1.5,12,4,3.95,90,Anemia,0,12,18000,0,0,0.29,0,0,0,67,119
8-Jun-2025,General Surgery,13,0,2,0,0,5.1,20,7,4.5,86,Appendicitis,13,0,142220,1,7.69,0.3,14,2,14.29,19,27
8-Jun-2025,General Surgery,17,0,1,0,0,4.5,17,9,3.94,75,Gallstones,17,0,173383,1,5.88,0.33,11,6,54.55,18,12
8-Jun-2025,General Surgery,16,0,1,1,6.25,7,23,11,4.76,70,Hernia,16,0,207824,2,12.5,0.28,5,1,20,10,59
8-Jun-2025,General Surgery,0,37,0,0,0,0.5,18,12,4.88,74,Wound Care,0,37,74000,0,0,0.29,11,4,36.36,6,12
8-Jun-2025,General Surgery,0,16,0,0,0,1.5,15,7,4.36,68,Surgical Consult,0,16,32000,0,0,0.28,8,0,0,23,36
8-Jun-2025,General Surgery,11,0,1,0,0,3.8,24,7,4.28,65,Post-op Infection,11,0,129745,0,0,0.3,11,4,36.36,10,5
8-Jun-2025,Nephrology,19,0,3,2,10.53,3.1,19,5,4.12,87,CKD,19,0,218158,1,5.26,0.27,0,0,0,18,11
8-Jun-2025,Nephrology,13,0,1,2,15.38,7.7,28,12,4.22,74,AKI,13,0,130156,0,0,0.31,0,0,0,12,12
8-Jun-2025,Nephrology,0,37,0,0,0,2,15,10,4.84,83,Hemodialysis,0,37,66600,0,0,0.23,0,0,0,5,26
8-Jun-2025,Nephrology,6,16,0,0,0,5.3,27,4,3.67,85,UTI,6,16,81324,0,0,0.19,0,0,0,15,60
8-Jun-2025,Nephrology,12,0,1,2,16.67,5.4,23,12,3.53,86,Renal Calculi,12,0,107400,1,8.33,0.3,0,0,0,10,49
8-Jun-2025,Nephrology,0,19,0,0,0,1.4,26,5,4.49,79,Follow-up Nephropathy,0,19,34200,0,0,0.2,0,0,0,16,12
8-Jun-2025,Neurology,15,0,1,0,0,6.5,19,9,3.53,66,Stroke,15,0,178095,2,13.33,0.32,0,0,0,12,39
8-Jun-2025,Neurology,11,7,1,0,0,7.8,25,9,4.73,81,Epilepsy,11,7,141416,1,9.09,0.17,0,0,0,10,39
8-Jun-2025,Neurology,0,14,0,0,0,1.5,23,4,4.17,71,Migraine,0,14,30800,0,0,0.2,0,0,0,22,16
8-Jun-2025,Neurology,0,41,0,0,0,0.8,28,9,4.87,95,Neuropathy,0,41,90200,0,0,0.17,0,0,0,8,42
8-Jun-2025,Neurology,10,0,0,0,0,4.6,16,7,4.21,94,Meningitis,10,0,100520,1,10,0.24,0,0,0,13,47
8-Jun-2025,Neurology,0,14,0,0,0,1.8,21,5,3.98,87,Parkinsonism,0,14,30800,0,0,0.22,0,0,0,23,56
8-Jun-2025,Gynecology & OBG,5,0,0,0,0,8,12,6,3.89,84,Normal Delivery,5,0,55585,0,0,0.17,7,1,14.29,14,28
8-Jun-2025,Gynecology & OBG,15,0,2,1,6.67,3.4,26,8,3.8,81,C-Section,15,0,158430,1,6.67,0.19,8,4,50,16,36
8-Jun-2025,Gynecology & OBG,0,48,0,0,0,0.8,13,7,3.84,68,PCOS,0,48,96000,0,0,0.22,15,11,73.33,19,14
8-Jun-2025,Gynecology & OBG,0,25,0,0,0,0.8,12,10,4.47,77,Antenatal Checkup,0,25,50000,0,0,0.23,7,1,14.29,5,46
8-Jun-2025,Gynecology & OBG,5,0,0,1,20,6.8,25,4,4.37,83,Fibroid Uterus,5,0,42255,0,0,0.22,9,0,0,15,51
8-Jun-2025,Gynecology & OBG,0,35,0,0,0,0.8,15,5,3.77,91,Menstrual Disorder,0,35,70000,0,0,0.27,15,2,13.33,12,48
8-Jun-2025,Pediatrics,9,8,1,1,11.11,4.2,15,5,4.82,76,Asthma,9,8,86402,1,11.11,0.25,0,0,0,77,71
8-Jun-2025,Pediatrics,0,43,0,0,0,1.4,15,10,4.19,66,Fever,0,43,68800,0,0,0.23,0,0,0,56,89
8-Jun-2025,Pediatrics,12,23,1,1,8.33,3.2,25,8,3.71,71,Diarrhea,12,23,140192,0,0,0.33,0,0,0,86,94
8-Jun-2025,Pediatrics,20,0,3,2,10,7.1,18,11,4.74,85,Pneumonia,20,0,136080,1,5,0.32,0,0,0,88,85
8-Jun-2025,Pediatrics,12,0,2,1,8.33,6.5,21,5,3.76,79,Malnutrition,12,0,84252,0,0,0.16,0,0,0,57,115
8-Jun-2025,Pediatrics,0,27,0,0,0,1.6,20,8,4.83,89,Anemia,0,27,43200,0,0,0.25,0,0,0,45,32
8-Jun-2025,Orthopedics,12,0,1,0,0,5.5,19,8,3.91,85,Fracture,12,0,155652,1,8.33,0.33,9,5,55.56,10,20
8-Jun-2025,Orthopedics,0,13,0,0,0,1.8,27,8,4.58,90,Osteoarthritis,0,13,27300,0,0,0.29,5,5,100,22,38
8-Jun-2025,Orthopedics,0,24,0,0,0,0.6,15,8,4.3,86,Back Pain,0,24,50400,0,0,0.32,5,3,60,6,49
8-Jun-2025,Orthopedics,13,0,1,2,15.38,5.9,19,4,4.29,77,Joint Replacement,13,0,218296,0,0,0.29,9,0,0,12,49
8-Jun-2025,Orthopedics,4,5,0,0,0,4.2,17,11,4.8,71,Sports Injury,4,5,80976,1,25,0.3,13,6,46.15,17,35
8-Jun-2025,Orthopedics,17,0,3,2,11.76,5.3,20,9,3.51,87,Spinal Disorder,17,0,253181,1,5.88,0.21,10,8,80,17,49
8-Jun-2025,Cardiology,13,0,0,0,0,4.1,26,11,4.44,87,Myocardial Infarction,13,0,209586,0,0,0.27,0,0,0,76,80
8-Jun-2025,Cardiology,5,0,0,0,0,4.7,13,8,3.8,92,Heart Failure,5,0,105135,1,20,0.31,0,0,0,48,80
8-Jun-2025,Cardiology,11,24,0,0,0,7.8,13,10,3.52,81,Arrhythmia,11,24,243865,1,9.09,0.31,0,0,0,69,73
8-Jun-2025,Cardiology,0,46,0,0,0,0.7,14,6,4.16,81,Hypertension,0,46,115000,0,0,0.18,0,0,0,76,47
8-Jun-2025,Cardiology,0,36,0,0,0,0.9,28,8,4.31,94,Stable Angina,0,36,90000,0,0,0.29,0,0,0,57,45
8-Jun-2025,Cardiology,0,10,0,0,0,0.6,18,5,3.82,83,Dyslipidemia,0,10,25000,0,0,0.3,0,0,0,36,107
8-Jun-2025,Pulmonology,19,0,2,3,15.79,6.3,26,11,3.9,94,COPD,19,0,209285,0,0,0.32,0,0,0,51,33
8-Jun-2025,Pulmonology,11,0,1,0,0,6.8,23,8,4.75,82,Pneumonia,11,0,125510,0,0,0.18,0,0,0,61,50
8-Jun-2025,Pulmonology,7,6,1,0,0,4.1,21,8,4.76,93,Asthma,7,6,63183,0,0,0.19,0,0,0,54,41
8-Jun-2025,Pulmonology,0,35,0,0,0,1.2,26,6,4.15,94,Bronchitis,0,35,59500,0,0,0.29,0,0,0,78,45
8-Jun-2025,Pulmonology,17,0,1,2,11.76,4.4,15,4,3.59,73,Tuberculosis,17,0,202708,2,11.76,0.23,0,0,0,72,117
8-Jun-2025,Pulmonology,0,11,0,0,0,1.2,26,6,4.07,75,Allergic Rhinitis,0,11,18700,0,0,0.3,0,0,0,40,67
9-Jun-2025,General Medicine,16,0,2,2,12.5,5,18,10,4.28,67,Sepsis,16,0,114064,0,0,0.29,0,0,0,30,23
9-Jun-2025,General Medicine,3,0,0,0,0,3,21,12,3.65,67,Hypertension Crisis,3,0,18567,1,33.33,0.17,0,0,0,89,71
9-Jun-2025,General Medicine,20,0,1,2,10,3.7,23,7,3.82,65,Pneumonia,20,0,129280,2,10,0.23,0,0,0,25,104
9-Jun-2025,General Medicine,0,32,0,0,0,1.3,22,11,4.77,95,Diabetes,0,32,48000,0,0,0.18,0,0,0,76,41
9-Jun-2025,General Medicine,0,10,0,0,0,1.9,28,9,4.22,87,Hypertension,0,10,15000,0,0,0.29,0,0,0,26,114
9-Jun-2025,General Medicine,7,24,0,1,14.29,4.1,21,5,4.41,70,Fever,7,24,91538,1,14.29,0.3,0,0,0,36,26
9-Jun-2025,General Medicine,0,19,0,0,0,0.7,21,7,4.81,71,Anemia,0,19,28500,0,0,0.3,0,0,0,34,52
9-Jun-2025,General Surgery,4,0,0,1,25,3.8,18,7,3.51,87,Appendicitis,4,0,46108,0,0,0.29,9,5,55.56,20,32
9-Jun-2025,General Surgery,15,0,1,1,6.67,5.6,16,12,4.59,91,Gallstones,15,0,165585,1,6.67,0.31,15,9,60,15,26
9-Jun-2025,General Surgery,12,0,0,2,16.67,6.8,28,5,3.92,86,Hernia,12,0,123048,0,0,0.32,12,7,58.33,22,44
9-Jun-2025,General Surgery,0,19,0,0,0,1,15,8,4.07,66,Wound Care,0,19,38000,0,0,0.28,6,5,83.33,8,41
9-Jun-2025,General Surgery,0,19,0,0,0,1.6,21,8,4.08,73,Surgical Consult,0,19,38000,0,0,0.22,13,9,69.23,12,13
9-Jun-2025,General Surgery,8,0,1,1,12.5,7.7,24,10,4.01,69,Post-op Infection,8,0,99824,0,0,0.3,12,12,100,6,51
9-Jun-2025,Nephrology,17,0,1,2,11.76,6.6,12,5,4.23,83,CKD,17,0,181169,2,11.76,0.23,0,0,0,9,14
9-Jun-2025,Nephrology,7,0,0,1,14.29,6.1,27,10,3.88,92,AKI,7,0,63315,1,14.29,0.33,0,0,0,6,26
9-Jun-2025,Nephrology,0,28,0,0,0,1,16,11,3.99,81,Hemodialysis,0,28,50400,0,0,0.21,0,0,0,10,12
9-Jun-2025,Nephrology,2,10,0,0,0,3,22,7,3.73,89,UTI,2,10,36652,1,50,0.25,0,0,0,16,20
9-Jun-2025,Nephrology,20,0,3,0,0,5.6,24,7,3.7,77,Renal Calculi,20,0,204640,1,5,0.22,0,0,0,8,50
9-Jun-2025,Nephrology,0,29,0,0,0,1.3,23,12,3.5,93,Follow-up Nephropathy,0,29,52200,0,0,0.25,0,0,0,9,19
9-Jun-2025,Neurology,15,0,1,2,13.33,3.5,23,10,4.23,65,Stroke,15,0,197910,2,13.33,0.33,0,0,0,22,60
9-Jun-2025,Neurology,9,19,1,0,0,4.6,13,11,3.97,83,Epilepsy,9,19,156982,0,0,0.2,0,0,0,20,51
9-Jun-2025,Neurology,0,46,0,0,0,1.7,18,11,4.52,87,Migraine,0,46,101200,0,0,0.21,0,0,0,14,56
9-Jun-2025,Neurology,0,43,0,0,0,1.4,28,12,4.68,72,Neuropathy,0,43,94600,0,0,0.27,0,0,0,7,28
9-Jun-2025,Neurology,9,0,0,0,0,6.7,15,9,4.23,71,Meningitis,9,0,124254,0,0,0.33,0,0,0,17,40
9-Jun-2025,Neurology,0,35,0,0,0,1.4,18,4,3.81,87,Parkinsonism,0,35,77000,0,0,0.18,0,0,0,17,35
9-Jun-2025,Gynecology & OBG,11,0,2,1,9.09,3.3,17,4,4.85,90,Normal Delivery,11,0,127281,1,9.09,0.18,12,6,50,9,37
9-Jun-2025,Gynecology & OBG,20,0,1,2,10,5.2,28,5,4.73,74,C-Section,20,0,194080,0,0,0.29,6,0,0,22,16
9-Jun-2025,Gynecology & OBG,0,43,0,0,0,2,28,6,3.73,76,PCOS,0,43,86000,0,0,0.3,12,10,83.33,14,18
9-Jun-2025,Gynecology & OBG,0,37,0,0,0,0.7,28,5,4.04,70,Antenatal Checkup,0,37,74000,0,0,0.18,8,6,75,11,44
9-Jun-2025,Gynecology & OBG,17,0,0,2,11.76,4.4,16,9,3.98,92,Fibroid Uterus,17,0,192032,2,11.76,0.23,5,4,80,19,56
