date,department,prescriptions_dispensed,pharmacy_revenue,revenue_per_prescription,revenue_per_user,avg_dispensing_time,turnaround_time,top_drug_name,top_drug_volume,top_drug_cost,high_cost_drug_name,high_cost_drug_utilization,high_cost_drug_cost,dispensing_errors,near_miss_events,medication_alerts,patient_satisfaction_score
26-Jun-2025,Nephrology,63,87381,1387,1941.8,10.6,35.6,Erythropoietin,7,266,Tacrolimus,6,8574,0,0,0,4.16
26-Jun-2025,Neurology,42,24444,582,698.4,7.6,18.6,Levetiracetam,11,1199,Aspirin,2,2160,0,0,0,3.78
26-Jun-2025,Gynecology & OBG,148,32708,221,454.2777778,16.7,23.7,Metronidazole,34,2142,Calcium,2,3704,0,0,1,3.94
26-Jun-2025,Pediatrics,243,71928,296,705.1764706,15.9,30.9,Salbutamol,33,1551,Salbutamol,18,14058,0,0,0,4.52
26-Jun-2025,Orthopedics,60,33960,566,1132,5.6,21.6,Vitamin D3,18,1944,Paracetamol,1,1875,0,0,0,3.29
26-Jun-2025,Cardiology,329,245105,745,1531.90625,17.6,33.6,Clopidogrel,38,5890,Amiodarone,3,1665,0,0,2,4.24
26-Jun-2025,Pulmonology,110,64130,583,1034.354839,11.6,31.6,Montelukast,25,4900,Montelukast,7,6706,0,0,0,4.27
27-Jun-2025,General Medicine,178,82414,463,605.9852941,15.6,23.6,Amlodipine,48,8928,Amlodipine,4,7700,0,0,1,3.59
27-Jun-2025,General Surgery,130,123240,948,2200.714286,10.9,30.9,Tramadol,35,2800,Tramadol,7,5887,0,0,0,3.75
27-Jun-2025,Nephrology,92,72220,785,1641.363636,14.2,36.2,Furosemide,14,434,Furosemide,3,3420,0,0,0,4.59
27-Jun-2025,Neurology,50,10750,215,430,15.9,34.9,Sodium Valproate,15,540,Clopidogrel,4,3412,0,0,0,4.13
27-Jun-2025,Gynecology & OBG,42,15918,379,884.3333333,9.8,19.8,Metronidazole,8,456,Iron-Folic Acid,4,2168,0,0,0,3.72
27-Jun-2025,Pediatrics,213,109695,515,1246.534091,7.5,31.5,Paracetamol Syrup,21,2268,ORS,16,10640,0,0,0,4.78
27-Jun-2025,Orthopedics,36,24516,681,1021.5,8,35,Diclofenac,9,1341,Vitamin D3,0,0,0,0,0,4.56
27-Jun-2025,Cardiology,72,73656,1023,1534.5,14.9,39.9,Aspirin,8,584,Clopidogrel,6,7392,0,0,0,3.99
27-Jun-2025,Pulmonology,118,57938,491,742.7948718,18.6,25.6,Budesonide,22,4004,Salbutamol Inhaler,2,1834,0,0,1,3.67
28-Jun-2025,General Medicine,205,73185,357,804.2307692,19.3,30.3,Amlodipine,30,4020,Amoxicillin,2,1260,0,0,2,4.24
28-Jun-2025,General Surgery,134,128640,960,2297.142857,19,40,Tramadol,35,1050,Tramadol,13,13364,0,0,1,3.7
28-Jun-2025,Nephrology,66,79992,1212,2666.4,9.6,18.6,Furosemide,14,1848,Erythropoietin,2,2786,0,0,0,3.33
28-Jun-2025,Neurology,122,48922,401,643.7105263,16.4,46.4,Levetiracetam,34,1224,Sodium Valproate,4,7848,0,0,1,3.62
28-Jun-2025,Gynecology & OBG,189,107919,571,1199.1,15.4,27.4,Metronidazole,53,5406,Calcium,13,21437,0,0,0,4.31
28-Jun-2025,Pediatrics,217,87234,402,641.4264706,19.9,49.9,Paracetamol Syrup,37,2331,Paracetamol Syrup,17,30039,0,0,0,4.08
28-Jun-2025,Orthopedics,55,11660,212,353.3333333,7.2,35.2,Vitamin D3,5,895,Vitamin D3,2,2364,0,0,0,3.5
28-Jun-2025,Cardiology,255,349095,1369,2181.84375,10.8,28.8,Atorvastatin,70,9730,Atorvastatin,7,7119,0,0,0,4.19
28-Jun-2025,Pulmonology,96,61152,637,1274,13.5,19.5,Azithromycin,14,2450,Budesonide,1,917,0,0,0,3.65
29-Jun-2025,General Medicine,236,95580,405,995.625,16.2,36.2,Paracetamol,61,10370,Paracetamol,1,780,0,0,2,3.71
29-Jun-2025,General Surgery,18,14616,812,1624,6.7,12.7,Ceftriaxone,2,176,Pantoprazole,0,0,0,0,0,3.58
29-Jun-2025,Nephrology,40,34360,859,1321.538462,8.8,36.8,Sevelamer,5,275,Erythropoietin,4,7952,0,0,0,4.39
29-Jun-2025,Neurology,51,15045,295,626.875,18.4,43.4,Aspirin,11,330,Levetiracetam,0,0,0,0,0,3.56
29-Jun-2025,Gynecology & OBG,52,36140,695,1290.714286,15.7,45.7,Metronidazole,10,500,Iron-Folic Acid,5,7085,0,0,0,3.44
29-Jun-2025,Pediatrics,140,86660,619,1111.025641,13.1,28.1,Amoxicillin Syrup,25,2200,Paracetamol Syrup,5,8750,0,0,1,4.01
29-Jun-2025,Orthopedics,53,17967,339,460.6923077,9.5,18.5,Calcium,7,1099,Vitamin D3,0,0,0,0,0,3.58
29-Jun-2025,Cardiology,172,122636,713,1495.560976,9,34,Clopidogrel,26,2496,Amiodarone,2,2450,0,0,0,4.46
29-Jun-2025,Pulmonology,56,22512,402,865.8461538,10,23,Salbutamol Inhaler,5,700,Azithromycin,2,3232,0,0,0,3.57
30-Jun-2025,General Medicine,349,164030,470,1086.291391,17.7,30.7,Paracetamol,76,15124,Amoxicillin,3,5697,0,1,2,4.63
30-Jun-2025,General Surgery,122,109068,894,1983.054545,18,36,Diclofenac,23,3887,Ceftriaxone,0,0,0,0,0,4.17
30-Jun-2025,Nephrology,64,82880,1295,1657.6,14.7,33.7,Sevelamer,10,1400,Sevelamer,0,0,0,0,0,4.61
30-Jun-2025,Neurology,95,63650,670,1552.439024,8.2,29.2,Levetiracetam,13,2587,Sodium Valproate,5,4745,0,0,0,3.4
30-Jun-2025,Gynecology & OBG,117,57798,494,1133.294118,20,27,Calcium,31,2356,Calcium,9,11493,0,0,1,4.82
30-Jun-2025,Pediatrics,290,183570,633,966.1578947,17.1,31.1,ORS,83,12367,Paracetamol Syrup,19,33136,0,0,2,4.56
30-Jun-2025,Orthopedics,226,84298,373,766.3454545,9.6,30.6,Paracetamol,48,2400,Vitamin D3,18,18450,0,0,0,3.63
30-Jun-2025,Cardiology,161,163898,1018,1377.294118,16.8,39.8,Aspirin,40,1080,Amiodarone,14,25816,0,0,1,3.89
30-Jun-2025,Pulmonology,141,65988,468,795.0361446,14.4,39.4,Budesonide,38,1482,Budesonide,5,6915,0,0,1,4.92
1-Jul-2025,General Medicine,85,41990,494,893.4042553,8.1,34.1,Metformin,22,2882,Metformin,7,12320,0,0,0,4.33
1-Jul-2025,General Surgery,132,110748,839,1977.642857,14.5,28.5,Ceftriaxone,27,4779,Diclofenac,0,0,0,0,0,4.23
1-Jul-2025,Nephrology,72,69192,961,2162.25,15.6,26.6,Sevelamer,7,448,Erythropoietin,4,2372,0,0,0,4.11
1-Jul-2025,Neurology,66,42306,641,961.5,14,39,Levetiracetam,10,740,Levetiracetam,4,4688,0,0,0,4.41
1-Jul-2025,Gynecology & OBG,96,55200,575,1254.545455,6.8,31.8,Oxytocin,24,4464,Oxytocin,8,8744,0,0,0,4.26
1-Jul-2025,Pediatrics,220,142340,647,889.625,11.3,35.3,Amoxicillin Syrup,64,8576,Salbutamol,3,1578,0,0,2,3.86
1-Jul-2025,Orthopedics,20,11120,556,741.3333333,14.8,39.8,Paracetamol,6,360,Diclofenac,0,0,0,0,0,4.5
1-Jul-2025,Cardiology,210,200550,955,1474.632353,6.5,20.5,Clopidogrel,38,5814,Clopidogrel,11,8129,0,0,0,4.25
1-Jul-2025,Pulmonology,30,13920,464,773.3333333,13.2,20.2,Azithromycin,4,636,Budesonide,2,3758,0,0,0,4.69
2-Jul-2025,General Medicine,266,103740,390,902.0869565,10.4,19.4,Paracetamol,42,6216,Metformin,7,9576,0,0,0,4.66
2-Jul-2025,General Surgery,90,41040,456,684,19.5,48.5,Ceftriaxone,24,2952,Diclofenac,1,1013,0,0,0,4.28
2-Jul-2025,Nephrology,73,66503,911,2216.766667,13.8,33.8,Sevelamer,19,3572,Tacrolimus,3,2706,0,0,0,4.45
2-Jul-2025,Neurology,76,51452,677,1607.875,6.1,15.1,Aspirin,14,504,Sodium Valproate,2,1026,0,0,0,4.3
2-Jul-2025,Gynecology & OBG,116,30972,267,645.25,6.9,22.9,Iron-Folic Acid,11,1177,Calcium,8,5128,0,0,1,4.6
2-Jul-2025,Pediatrics,234,75582,323,442,12.3,24.3,Salbutamol,41,7913,ORS,1,598,0,0,2,3.88
2-Jul-2025,Orthopedics,70,23310,333,777,10.1,19.1,Calcium,9,1224,Calcium,0,0,0,0,0,3.34
2-Jul-2025,Cardiology,148,174048,1176,1740.48,14.4,26.4,Amiodarone,29,3364,Amiodarone,1,695,0,0,0,4.12
2-Jul-2025,Pulmonology,120,72840,607,1428.235294,9.7,18.7,Montelukast,25,4225,Salbutamol Inhaler,3,4155,0,0,1,4.07
3-Jul-2025,General Medicine,97,59946,618,1275.446809,6.1,25.1,Amlodipine,23,2553,Amlodipine,6,4968,0,0,0,4.3
3-Jul-2025,General Surgery,83,59760,720,1245,9.5,23.5,Tramadol,19,627,Tramadol,4,2504,0,0,0,4.43
3-Jul-2025,Nephrology,105,108570,1034,1277.294118,11.6,30.6,Furosemide,29,2349,Sevelamer,6,4860,0,0,0,4.77
3-Jul-2025,Neurology,84,39564,471,989.1,5.8,13.8,Clopidogrel,12,444,Sodium Valproate,8,13152,0,0,0,4.11
3-Jul-2025,Gynecology & OBG,76,38304,504,1064,14.5,29.5,Metronidazole,18,1170,Metronidazole,6,5088,0,0,0,4.31
3-Jul-2025,Pediatrics,293,133901,457,1054.338583,6.5,27.5,Amoxicillin Syrup,63,9513,ORS,1,1442,0,0,2,4.45
3-Jul-2025,Orthopedics,63,29295,465,1046.25,16.8,46.8,Vitamin D3,15,1200,Vitamin D3,6,9168,0,0,0,4.13
3-Jul-2025,Cardiology,282,259158,919,1919.688889,12.5,22.5,Atorvastatin,51,6222,Aspirin,21,33390,0,0,0,4.12
3-Jul-2025,Pulmonology,87,37323,429,794.106383,7.7,22.7,Salbutamol Inhaler,8,448,Budesonide,0,0,0,0,0,4.14
4-Jul-2025,General Medicine,249,156870,630,866.6850829,7.4,28.4,Amoxicillin,47,1457,Paracetamol,10,11440,0,0,2,3.43
4-Jul-2025,General Surgery,126,69678,553,733.4526316,16.9,41.9,Pantoprazole,31,4433,Pantoprazole,10,18910,0,0,0,3.67
4-Jul-2025,Nephrology,87,61683,709,881.1857143,10.1,38.1,Erythropoietin,13,2353,Erythropoietin,4,2628,0,0,0,3.65
4-Jul-2025,Neurology,152,41040,270,684,17.7,35.7,Sodium Valproate,44,1936,Sodium Valproate,8,4664,0,0,1,4.79
4-Jul-2025,Gynecology & OBG,226,99440,440,994.4,10.3,34.3,Oxytocin,41,4920,Metronidazole,4,4132,0,0,0,3.82
4-Jul-2025,Pediatrics,196,102312,522,651.6687898,17.7,46.7,ORS,27,4968,Amoxicillin Syrup,14,7980,0,0,1,4.46
4-Jul-2025,Orthopedics,134,42210,315,659.53125,8.4,34.4,Calcium,14,2408,Vitamin D3,13,12389,0,0,0,3.86
4-Jul-2025,Cardiology,230,231840,1008,1566.486486,7.9,27.9,Clopidogrel,57,7581,Amiodarone,20,21000,0,0,1,3.94
4-Jul-2025,Pulmonology,42,34398,819,1911,8.2,32.2,Azithromycin,7,980,Montelukast,1,1478,0,0,0,3.97
5-Jul-2025,General Medicine,403,233337,579,1166.685,12.1,21.1,Metformin,52,2912,Metformin,11,7106,0,0,0,3.43
5-Jul-2025,General Surgery,51,50133,983,1392.583333,13.4,22.4,Diclofenac,14,1918,Ceftriaxone,4,2132,0,0,0,4.4
5-Jul-2025,Nephrology,40,32600,815,1018.75,16.2,33.2,Erythropoietin,9,1620,Furosemide,0,0,0,0,0,3.89
5-Jul-2025,Neurology,90,24480,272,612,9.4,24.4,Levetiracetam,15,600,Levetiracetam,6,10356,0,0,0,4.44
5-Jul-2025,Gynecology & OBG,76,47196,621,786.6,18.5,27.5,Iron-Folic Acid,17,901,Iron-Folic Acid,5,4975,0,0,0,3.68
5-Jul-2025,Pediatrics,96,43200,450,785.4545455,8.5,35.5,Salbutamol,12,348,Paracetamol Syrup,9,10341,0,0,0,3.35
5-Jul-2025,Orthopedics,161,54740,340,805,11.2,41.2,Diclofenac,38,1254,Paracetamol,8,6312,0,0,1,4.32
5-Jul-2025,Cardiology,162,135594,837,1937.057143,7.4,21.4,Aspirin,32,3008,Clopidogrel,3,1686,0,0,0,3.65
5-Jul-2025,Pulmonology,100,83100,831,1079.220779,12.5,30.5,Montelukast,16,2704,Montelukast,9,17307,0,0,1,3.57
6-Jul-2025,General Medicine,158,72048,456,960.64,7.2,22.2,Amlodipine,47,7426,Amlodipine,2,1912,0,0,0,4.08
6-Jul-2025,General Surgery,84,64848,772,1296.96,6.9,22.9,Diclofenac,17,1683,Diclofenac,7,4795,0,0,0,4.55
6-Jul-2025,Nephrology,61,74359,1219,1956.815789,11.3,18.3,Furosemide,9,1755,Furosemide,6,11442,0,0,0,3.6
6-Jul-2025,Neurology,24,7056,294,441,6.5,23.5,Clopidogrel,7,469,Levetiracetam,2,3262,0,0,0,4.13
6-Jul-2025,Gynecology & OBG,91,58786,646,1679.6,13.1,37.1,Calcium,26,754,Iron-Folic Acid,5,4550,0,0,0,4.03
6-Jul-2025,Pediatrics,72,49176,683,983.52,13.4,37.4,Salbutamol,16,1296,Paracetamol Syrup,4,7064,0,0,0,3.92
6-Jul-2025,Orthopedics,87,59595,685,1191.9,8.6,38.6,Paracetamol,16,1936,Diclofenac,3,5535,0,0,0,4.55
6-Jul-2025,Cardiology,108,79380,735,1240.3125,5.4,19.4,Atorvastatin,13,1794,Clopidogrel,2,3308,0,0,0,3.46
6-Jul-2025,Pulmonology,34,31620,930,1860,6.4,35.4,Salbutamol Inhaler,3,168,Budesonide,0,0,0,0,0,4.57
7-Jul-2025,General Medicine,324,202176,624,1296,17.7,42.7,Paracetamol,53,9169,Amoxicillin,25,24600,0,0,1,4.92
7-Jul-2025,General Surgery,242,150040,620,1364,12.6,24.6,Ceftriaxone,47,7238,Ceftriaxone,14,17864,0,0,0,4.29
7-Jul-2025,Nephrology,160,129280,808,1901.176471,16.2,28.2,Furosemide,43,5891,Tacrolimus,4,5092,0,0,1,4.03
7-Jul-2025,Neurology,54,14310,265,530,6.1,17.1,Sodium Valproate,7,1316,Aspirin,1,1077,0,0,0,3.9
7-Jul-2025,Gynecology & OBG,193,131240,680,1508.505747,17.9,37.9,Iron-Folic Acid,46,5888,Oxytocin,9,10647,0,0,0,4.43
7-Jul-2025,Pediatrics,253,107019,423,877.204918,8.9,20.9,Paracetamol Syrup,44,8712,ORS,14,13370,0,0,0,3.56
7-Jul-2025,Orthopedics,110,36960,336,577.5,11.8,34.8,Calcium,17,1921,Paracetamol,9,10557,0,0,0,3.58
7-Jul-2025,Cardiology,124,149544,1206,2534.644068,19.3,24.3,Clopidogrel,16,752,Atorvastatin,10,6580,0,0,0,4.45
7-Jul-2025,Pulmonology,195,108810,558,1310.963855,8.9,32.9,Budesonide,47,6674,Azithromycin,19,15162,0,0,1,4.43
8-Jul-2025,General Medicine,447,105939,237,572.6432432,10.4,35.4,Amlodipine,101,11716,Amlodipine,34,31280,0,1,4,4.14
8-Jul-2025,General Surgery,126,92736,736,1656,9.9,33.9,Ceftriaxone,13,1170,Pantoprazole,4,3264,0,0,1,3.76
8-Jul-2025,Nephrology,99,144144,1456,2002,18.9,43.9,Furosemide,11,1628,Furosemide,0,0,0,0,0,3.78
8-Jul-2025,Neurology,45,26730,594,1485,14.8,20.8,Aspirin,10,1040,Aspirin,0,0,0,0,0,3.39
8-Jul-2025,Gynecology & OBG,64,18048,282,601.6,14.2,21.2,Oxytocin,16,1520,Oxytocin,3,2589,0,0,0,3.99
8-Jul-2025,Pediatrics,185,116735,631,799.5547945,7.1,37.1,Paracetamol Syrup,47,3995,Paracetamol Syrup,10,19910,0,0,1,4.84
8-Jul-2025,Orthopedics,77,20559,267,623,12.5,35.5,Paracetamol,12,1584,Diclofenac,2,2694,0,0,0,4.45
8-Jul-2025,Cardiology,168,158592,944,1524.923077,7.1,18.1,Amiodarone,49,5880,Aspirin,7,8253,0,0,1,4.08
8-Jul-2025,Pulmonology,78,35100,450,575.4098361,6.7,21.7,Budesonide,22,3014,Salbutamol Inhaler,1,1774,0,0,0,4.84
9-Jul-2025,General Medicine,211,116050,550,811.5384615,11.1,34.1,Amoxicillin,22,2046,Amlodipine,15,16845,0,0,0,4.02
9-Jul-2025,General Surgery,134,118054,881,2186.185185,6.2,23.2,Pantoprazole,31,1488,Diclofenac,6,9396,0,0,1,4.63
9-Jul-2025,Nephrology,92,111228,1209,1588.971429,6.8,31.8,Erythropoietin,10,570,Sevelamer,4,4944,0,0,0,3.72
9-Jul-2025,Neurology,142,98974,697,1041.831579,10.1,24.1,Levetiracetam,38,4978,Sodium Valproate,13,6799,0,0,1,3.97
9-Jul-2025,Gynecology & OBG,40,8800,220,440,7.7,36.7,Oxytocin,10,250,Metronidazole,0,0,0,0,0,3.93
9-Jul-2025,Pediatrics,175,41650,238,389.2523364,8.7,29.7,Paracetamol Syrup,44,4928,Amoxicillin Syrup,16,24512,0,0,0,3.73
9-Jul-2025,Orthopedics,51,24225,475,757.03125,6.8,15.8,Calcium,12,1140,Paracetamol,4,2816,0,0,0,4.5
9-Jul-2025,Cardiology,366,266448,728,1665.3,13.2,25.2,Aspirin,43,2107,Aspirin,31,19902,0,0,1,4.42
9-Jul-2025,Pulmonology,80,65680,821,1876.571429,7.2,34.2,Salbutamol Inhaler,15,2700,Montelukast,0,0,0,0,0,3.91
10-Jul-2025,General Medicine,506,199364,394,914.5137615,5.3,22.3,Paracetamol,61,11773,Amoxicillin,3,3894,1,0,2,4.78
10-Jul-2025,General Surgery,30,16860,562,843,19.2,42.2,Diclofenac,9,1458,Diclofenac,0,0,0,0,0,3.77
10-Jul-2025,Nephrology,78,47892,614,1140.285714,14.7,19.7,Furosemide,13,1443,Tacrolimus,2,1278,0,0,0,4.62
10-Jul-2025,Neurology,30,9270,309,463.5,9.4,15.4,Levetiracetam,8,248,Sodium Valproate,2,2894,0,0,0,4.62
10-Jul-2025,Gynecology & OBG,174,96222,553,1132.023529,19.9,34.9,Metronidazole,22,792,Calcium,10,16040,0,0,1,3.75
10-Jul-2025,Pediatrics,198,74844,378,613.4754098,11.9,41.9,Paracetamol Syrup,57,9177,Salbutamol,15,7665,0,0,0,3.83
10-Jul-2025,Orthopedics,35,15750,450,562.5,9.6,25.6,Diclofenac,4,624,Diclofenac,2,2542,0,0,0,3.47
10-Jul-2025,Cardiology,152,152608,1004,2119.555556,6.6,14.6,Aspirin,16,1216,Atorvastatin,0,0,0,0,0,4.44
10-Jul-2025,Pulmonology,135,102330,758,938.8073394,15.7,34.7,Salbutamol Inhaler,20,1640,Budesonide,11,17776,0,0,0,4.3
11-Jul-2025,General Medicine,210,89670,427,1018.977273,16.2,28.2,Amlodipine,46,8004,Metformin,10,9890,0,0,1,4.03
11-Jul-2025,General Surgery,127,102489,807,1205.752941,5.4,12.4,Tramadol,22,3630,Pantoprazole,10,11870,0,0,1,4.37
11-Jul-2025,Nephrology,135,189135,1401,2101.5,18.9,27.9,Furosemide,19,2603,Erythropoietin,5,6680,0,0,1,3.79
11-Jul-2025,Neurology,109,59078,542,984.6333333,8.2,27.2,Clopidogrel,10,1430,Clopidogrel,4,4136,0,0,0,4.07
11-Jul-2025,Gynecology & OBG,76,24624,324,482.8235294,15.5,45.5,Iron-Folic Acid,7,294,Metronidazole,7,9114,0,0,0,4.58
11-Jul-2025,Pediatrics,276,86664,314,656.5454545,13.9,26.9,Salbutamol,72,2376,Amoxicillin Syrup,13,19747,0,0,1,4.35
11-Jul-2025,Orthopedics,68,28560,420,732.3076923,20,45,Vitamin D3,6,858,Calcium,0,0,0,0,0,3.77
11-Jul-2025,Cardiology,63,77490,1230,1937.25,5.8,19.8,Atorvastatin,7,399,Amiodarone,6,4956,0,0,0,3.76
11-Jul-2025,Pulmonology,128,52736,412,1034.039216,5.4,27.4,Salbutamol Inhaler,14,630,Montelukast,1,1010,0,0,1,4.41
12-Jul-2025,General Medicine,272,188768,694,1137.156627,16.4,41.4,Amlodipine,39,1638,Paracetamol,19,37639,0,0,0,4.41
12-Jul-2025,General Surgery,106,59784,564,703.3411765,11.5,30.5,Tramadol,17,1088,Diclofenac,6,11904,0,0,1,3.79
12-Jul-2025,Nephrology,116,121684,1049,2535.083333,16.2,33.2,Furosemide,17,1972,Furosemide,10,18890,0,0,0,3.34
12-Jul-2025,Neurology,74,51652,698,1012.784314,8,19,Aspirin,19,399,Clopidogrel,2,1320,0,0,0,4.31
12-Jul-2025,Gynecology & OBG,28,14784,528,821.3333333,6.3,31.3,Oxytocin,7,1358,Iron-Folic Acid,2,3362,0,0,0,3.81
12-Jul-2025,Pediatrics,314,83210,265,665.68,5.7,18.7,Salbutamol,77,7161,Amoxicillin Syrup,27,37827,0,0,1,3.89
12-Jul-2025,Orthopedics,40,15720,393,655,9,39,Paracetamol,4,196,Paracetamol,2,2500,0,0,0,3.75
12-Jul-2025,Cardiology,126,77364,614,1074.5,9.5,27.5,Aspirin,25,2875,Amiodarone,5,9220,0,0,0,3.34
12-Jul-2025,Pulmonology,120,99360,828,1035,5.4,29.4,Montelukast,33,5775,Budesonide,4,3816,0,0,1,4.39
13-Jul-2025,General Medicine,80,30880,386,735.2380952,18.8,45.8,Metformin,15,2265,Paracetamol,1,1286,0,0,0,4.67
13-Jul-2025,General Surgery,45,23535,523,1238.684211,14.9,21.9,Ceftriaxone,11,550,Tramadol,1,1991,0,0,0,4.58
13-Jul-2025,Nephrology,119,113883,957,2233,19.5,46.5,Erythropoietin,35,4445,Sevelamer,0,0,0,0,1,3.57
13-Jul-2025,Neurology,28,19096,682,1591.333333,15.7,34.7,Levetiracetam,6,522,Aspirin,0,0,0,0,0,4.11
13-Jul-2025,Gynecology & OBG,102,40698,399,992.6341463,15.9,22.9,Calcium,10,1920,Iron-Folic Acid,9,9279,0,0,1,4.84
13-Jul-2025,Pediatrics,230,92460,402,994.1935484,12.4,38.4,Amoxicillin Syrup,32,3520,Paracetamol Syrup,18,26406,0,0,0,4.14
13-Jul-2025,Orthopedics,38,8208,216,432,17,26,Diclofenac,4,712,Calcium,3,4893,0,0,0,4.67
13-Jul-2025,Cardiology,50,47100,942,2140.909091,18.1,36.1,Clopidogrel,14,2688,Aspirin,2,2228,0,0,0,4.01
13-Jul-2025,Pulmonology,53,40333,761,1301.064516,19.6,49.6,Montelukast,15,1290,Azithromycin,2,1796,0,0,0,3.87
14-Jul-2025,General Medicine,205,52685,257,373.6524823,17.4,23.4,Paracetamol,24,4248,Paracetamol,7,7980,0,0,2,4.08
14-Jul-2025,General Surgery,84,66948,797,1312.705882,10.6,21.6,Tramadol,20,1860,Diclofenac,7,13377,0,0,0,4.37
14-Jul-2025,Nephrology,104,74152,713,1426,14.3,27.3,Sevelamer,13,1612,Erythropoietin,6,3864,0,0,1,3.82
14-Jul-2025,Neurology,240,167760,699,1446.206897,10.5,29.5,Aspirin,56,2408,Clopidogrel,7,3570,0,0,2,3.68
14-Jul-2025,Gynecology & OBG,81,21708,268,461.8723404,6.9,33.9,Iron-Folic Acid,17,3179,Metronidazole,5,7700,0,0,0,4.26
14-Jul-2025,Pediatrics,231,94941,411,589.6956522,11.2,19.2,Paracetamol Syrup,27,1350,Salbutamol,6,10200,0,0,2,3.98
14-Jul-2025,Orthopedics,121,81312,672,991.6097561,6.4,22.4,Vitamin D3,13,1989,Paracetamol,10,16720,0,0,0,3.31
14-Jul-2025,Cardiology,163,202446,1242,2699.28,11.9,38.9,Amiodarone,26,2028,Amiodarone,4,6344,0,0,1,3.64
14-Jul-2025,Pulmonology,74,70670,955,2208.4375,8.9,35.9,Montelukast,21,2961,Azithromycin,1,1675,0,0,0,4.22
15-Jul-2025,General Medicine,240,135360,564,825.3658537,13.3,38.3,Amoxicillin,57,6384,Paracetamol,7,6125,0,0,1,3.78
15-Jul-2025,General Surgery,141,119427,847,1257.126316,5.7,14.7,Diclofenac,16,2976,Diclofenac,14,21476,0,0,0,4.39
15-Jul-2025,Nephrology,70,86170,1231,2872.333333,19.2,39.2,Furosemide,11,1353,Tacrolimus,2,2812,0,0,0,3.38
15-Jul-2025,Neurology,30,8700,290,580,9.5,22.5,Clopidogrel,9,459,Levetiracetam,1,1806,0,0,0,4.25
15-Jul-2025,Gynecology & OBG,30,18660,622,933,7.7,33.7,Metronidazole,4,728,Metronidazole,2,3054,0,0,0,4.27
15-Jul-2025,Pediatrics,186,116436,626,1279.516484,17.4,35.4,ORS,41,4510,Amoxicillin Syrup,18,27774,0,0,0,3.5
15-Jul-2025,Orthopedics,42,29022,691,1036.5,11.6,28.6,Diclofenac,11,583,Calcium,2,3414,0,0,0,4.08
15-Jul-2025,Cardiology,80,111440,1393,1955.087719,13.8,24.8,Amiodarone,11,286,Atorvastatin,2,3646,0,0,0,4.65
15-Jul-2025,Pulmonology,108,92880,860,1720,17.4,25.4,Montelukast,26,650,Montelukast,9,7713,0,0,1,3.86
16-Jul-2025,General Medicine,243,164754,678,1408.153846,10.1,36.1,Amlodipine,27,1647,Amoxicillin,12,9816,0,0,1,4.1
16-Jul-2025,General Surgery,99,59004,596,1341,9.7,33.7,Ceftriaxone,18,702,Diclofenac,1,1867,0,0,0,4.42
16-Jul-2025,Nephrology,90,70830,787,1574,10.5,16.5,Tacrolimus,10,910,Tacrolimus,3,4944,0,0,0,4.31
16-Jul-2025,Neurology,30,10980,366,610,20,37,Clopidogrel,8,552,Sodium Valproate,3,4707,0,0,0,4.09
16-Jul-2025,Gynecology & OBG,88,29832,339,828.6666667,19.7,34.7,Calcium,20,1040,Calcium,2,2526,0,0,0,3.81
16-Jul-2025,Pediatrics,300,126600,422,1012.8,10.7,35.7,Salbutamol,41,4059,ORS,17,17697,0,0,2,3.98
16-Jul-2025,Orthopedics,43,11524,268,480.1666667,5.7,28.7,Vitamin D3,5,385,Paracetamol,4,6364,0,0,0,3.46
16-Jul-2025,Cardiology,106,133560,1260,3180,15.5,20.5,Aspirin,25,1525,Amiodarone,7,10136,0,0,0,3.9
16-Jul-2025,Pulmonology,71,62267,877,1297.229167,19.1,33.1,Montelukast,19,665,Montelukast,2,1308,0,0,0,4.64
17-Jul-2025,General Medicine,122,70516,578,766.4782609,7.5,23.5,Amoxicillin,17,527,Paracetamol,1,1473,0,0,1,3.51
17-Jul-2025,General Surgery,57,39102,686,1086.166667,6.2,12.2,Tramadol,16,1504,Tramadol,0,0,0,0,0,3.78
17-Jul-2025,Nephrology,83,118939,1433,1982.316667,15.1,25.1,Erythropoietin,11,649,Sevelamer,8,9616,0,0,0,4.25
17-Jul-2025,Neurology,108,26460,245,352.8,7.7,31.7,Aspirin,18,2250,Clopidogrel,0,0,0,0,1,4.43
17-Jul-2025,Gynecology & OBG,30,13380,446,892,16.4,31.4,Calcium,4,384,Oxytocin,1,715,0,0,0,3.58
17-Jul-2025,Pediatrics,293,157927,539,666.3586498,8.9,38.9,Salbutamol,69,2070,Paracetamol Syrup,22,36146,0,0,1,3.91
17-Jul-2025,Orthopedics,55,32615,593,836.2820513,6.2,31.2,Diclofenac,15,1245,Calcium,3,3804,0,0,0,3.47
17-Jul-2025,Cardiology,104,92976,894,1631.157895,19.9,27.9,Aspirin,10,360,Aspirin,2,1484,0,0,0,4.36
17-Jul-2025,Pulmonology,30,23100,770,1283.333333,8.8,32.8,Montelukast,9,1341,Salbutamol Inhaler,0,0,0,0,0,4.48
18-Jul-2025,General Medicine,228,72504,318,549.2727273,6.4,35.4,Paracetamol,27,2619,Amoxicillin,8,8976,0,0,2,3.77
